2021-08-16 10:59:24,048 226164   1629125964	pi3-r1-m2-l5-p2.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:fea1:1d8e:55596=2, /fd65:aeb8:64e2:a7c:ba27:ebff:febd:ecf0:55348=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fefc:80f1:33828=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fefb:438:50224=2, /fd65:aeb8:64e2:a7c:ba27:ebff:feff:aca5:47962=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fe40:483d:55400=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fe08:be9c:55724=1, /fd65:aeb8:64e2:a7c:ba27:ebff:fe3b:89c9:35942=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fe68:e899:42358=2}, messageBytes={2-1=855, 3-1=849, 4-1=817, 5-1=1076, 6-1=839, 7-1=1100, 8-1=877, -1-1=40540, 9-1=865}}
2021-08-16 10:59:24,048 226164   1629125964	pi3-r1-m2-l5-p2.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=4580, sys-ms=1260}
2021-08-16 10:59:24,228 226344   1629125964	pi3-r1-m2-l4-p4.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:fe40:483d:58182=74}, messageBytes={2-4=31501}}
2021-08-16 10:59:24,228 226344   1629125964	pi3-r1-m2-l4-p4.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=4180, sys-ms=2210}
2021-08-16 10:59:25,329 227445   1629125965	pi3-r1-m2-l5-p3.pi3lan.local:6700	  8:v6         	tuple_inRate.count     	324
2021-08-16 10:59:25,330 227446   1629125965	pi3-r1-m2-l5-p3.pi3lan.local:6700	  8:v6         	tuple_inRate.mean_rate 	1.7999099603341927E-6
2021-08-16 10:59:25,330 227446   1629125965	pi3-r1-m2-l5-p3.pi3lan.local:6700	  8:v6         	tuple_outRate.count    	324
2021-08-16 10:59:25,331 227447   1629125965	pi3-r1-m2-l5-p3.pi3lan.local:6700	  8:v6         	tuple_outRate.mean_rate	1.799911708081025E-6
2021-08-16 10:59:25,618 227734   1629125965	pi3-r1-m2-l5-p3.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:febd:ecf0:45834=54, /fd65:aeb8:64e2:a7c:ba27:ebff:fea1:1d8e:53270=38}, messageBytes={5-8=3035, 7-8=4320}}
2021-08-16 10:59:25,620 227736   1629125965	pi3-r1-m2-l5-p3.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=4440, sys-ms=2250}
2021-08-16 11:00:01,887 264003   1629126001	pi3-r1-m2-l5-p1.pi3lan.local:6700	  3:v1         	tuple_inRate.count     	30
2021-08-16 11:00:01,889 264005   1629126001	pi3-r1-m2-l5-p1.pi3lan.local:6700	  3:v1         	tuple_inRate.mean_rate 	1.2499490432231926E-7
2021-08-16 11:00:01,889 264005   1629126001	pi3-r1-m2-l5-p1.pi3lan.local:6700	  3:v1         	tuple_outRate.count    	30
2021-08-16 11:00:01,890 264006   1629126001	pi3-r1-m2-l5-p1.pi3lan.local:6700	  3:v1         	tuple_outRate.mean_rate	1.2499496095783124E-7
2021-08-16 11:00:01,942 264058   1629126001	pi3-r1-m2-l1-p2.pi3lan.local:6700	  6:v4         	tuple_inRate.count     	156
2021-08-16 11:00:01,943 264059   1629126001	pi3-r1-m2-l1-p2.pi3lan.local:6700	  6:v4         	tuple_inRate.mean_rate 	6.49981672445116E-7
2021-08-16 11:00:01,943 264059   1629126001	pi3-r1-m2-l1-p2.pi3lan.local:6700	  6:v4         	tuple_outRate.count    	0
2021-08-16 11:00:01,944 264060   1629126001	pi3-r1-m2-l1-p2.pi3lan.local:6700	  6:v4         	tuple_outRate.mean_rate	0.0
2021-08-16 11:00:02,121 264237   1629126002	pi3-r1-m2-l5-p1.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:febd:ecf0:35832=7}, messageBytes={7-3=560}}
2021-08-16 11:00:02,122 264238   1629126002	pi3-r1-m2-l5-p1.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=3450, sys-ms=2180}
2021-08-16 11:00:02,186 264302   1629126002	pi3-r1-m2-l1-p2.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:fe3b:89c9:34584=7, /fd65:aeb8:64e2:a7c:ba27:ebff:fefb:438:38494=29}, messageBytes={9-6=9085, 3-6=1421}}
2021-08-16 11:00:02,186 264302   1629126002	pi3-r1-m2-l1-p2.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=3840, sys-ms=2450}
2021-08-16 11:00:02,208 264324   1629126002	pi3-r1-m2-l2-p2.pi3lan.local:6700	  9:v7         	tuple_inRate.count     	445
2021-08-16 11:00:02,209 264325   1629126002	pi3-r1-m2-l2-p2.pi3lan.local:6700	  9:v7         	tuple_inRate.mean_rate 	1.8541042794336785E-6
2021-08-16 11:00:02,209 264325   1629126002	pi3-r1-m2-l2-p2.pi3lan.local:6700	  9:v7         	tuple_outRate.count    	445
2021-08-16 11:00:02,210 264326   1629126002	pi3-r1-m2-l2-p2.pi3lan.local:6700	  9:v7         	tuple_outRate.mean_rate	1.8541060111567761E-6
2021-08-16 11:00:02,442 264558   1629126002	pi3-r1-m2-l2-p2.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:fea1:1d8e:40708=15, /fd65:aeb8:64e2:a7c:ba27:ebff:fe68:e899:55262=98}, messageBytes={5-9=1200, 8-9=19888}}
2021-08-16 11:00:02,443 264559   1629126002	pi3-r1-m2-l2-p2.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=4280, sys-ms=2130}
2021-08-16 11:00:02,452 264568   1629126002	pi3-r1-m2-l1-p4.pi3lan.local:6700	  2:v0         	tuple_inRate.count     	319
2021-08-16 11:00:02,452 264568   1629126002	pi3-r1-m2-l1-p4.pi3lan.local:6700	  2:v0         	tuple_inRate.mean_rate 	1.3291140331473148E-6
2021-08-16 11:00:02,452 264568   1629126002	pi3-r1-m2-l1-p4.pi3lan.local:6700	  2:v0         	tuple_outRate.count    	319
2021-08-16 11:00:02,453 264569   1629126002	pi3-r1-m2-l1-p4.pi3lan.local:6700	  2:v0         	tuple_outRate.mean_rate	1.3291152001030144E-6
2021-08-16 11:00:02,681 264797   1629126002	pi3-r1-m2-l1-p4.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:fefb:438:33246=85}, messageBytes={9-2=26225}}
2021-08-16 11:00:02,682 264798   1629126002	pi3-r1-m2-l1-p4.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=3770, sys-ms=2320}
2021-08-16 11:00:02,731 264847   1629126002	pi3-r1-m2-l2-p3.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={}, messageBytes={}}
2021-08-16 11:00:02,732 264848   1629126002	pi3-r1-m2-l2-p3.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=1980, sys-ms=1180}
2021-08-16 11:00:03,438 265554   1629126003	pi3-r1-m2-l2-p1.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={}, messageBytes={}}
2021-08-16 11:00:03,439 265555   1629126003	pi3-r1-m2-l2-p1.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=2890, sys-ms=1240}
2021-08-16 11:00:03,773 265889   1629126003	pi3-r1-m2-l3-p2.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={}, messageBytes={}}
2021-08-16 11:00:03,776 265892   1629126003	pi3-r1-m2-l3-p2.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=2850, sys-ms=1230}
2021-08-16 11:00:06,720 268836   1629126006	pi3-r1-m2-l2-p1.pi3lan.local:6700	  5:v3         	tuple_inRate.count     	243
2021-08-16 11:00:06,721 268837   1629126006	pi3-r1-m2-l2-p1.pi3lan.local:6700	  5:v3         	tuple_inRate.mean_rate 	9.977189456603935E-7
2021-08-16 11:00:06,721 268837   1629126006	pi3-r1-m2-l2-p1.pi3lan.local:6700	  5:v3         	tuple_outRate.count    	243
2021-08-16 11:00:06,722 268838   1629126006	pi3-r1-m2-l2-p1.pi3lan.local:6700	  5:v3         	tuple_outRate.mean_rate	9.97719918356718E-7
2021-08-16 11:00:07,105 269221   1629126007	pi3-r1-m2-l3-p2.pi3lan.local:6700	  7:v5         	tuple_inRate.count     	243
2021-08-16 11:00:07,106 269222   1629126007	pi3-r1-m2-l3-p2.pi3lan.local:6700	  7:v5         	tuple_inRate.mean_rate 	9.976791615452043E-7
2021-08-16 11:00:07,106 269222   1629126007	pi3-r1-m2-l3-p2.pi3lan.local:6700	  7:v5         	tuple_outRate.count    	243
2021-08-16 11:00:07,107 269223   1629126007	pi3-r1-m2-l3-p2.pi3lan.local:6700	  7:v5         	tuple_outRate.mean_rate	9.976799978357479E-7
2021-08-16 11:00:23,948 286064   1629126023	pi3-r1-m2-l4-p4.pi3lan.local:6700	  4:v2         	tuple_inRate.count     	349
2021-08-16 11:00:23,948 286064   1629126023	pi3-r1-m2-l4-p4.pi3lan.local:6700	  4:v2         	tuple_inRate.mean_rate 	1.4540355818571598E-6
2021-08-16 11:00:23,949 286065   1629126023	pi3-r1-m2-l4-p4.pi3lan.local:6700	  4:v2         	tuple_outRate.count    	0
2021-08-16 11:00:23,949 286065   1629126023	pi3-r1-m2-l4-p4.pi3lan.local:6700	  4:v2         	tuple_outRate.mean_rate	0.0
2021-08-16 11:00:24,042 286158   1629126024	pi3-r1-m2-l5-p2.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:fea1:1d8e:55596=2, /fd65:aeb8:64e2:a7c:ba27:ebff:febd:ecf0:55348=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fefc:80f1:33828=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fefb:438:50224=2, /fd65:aeb8:64e2:a7c:ba27:ebff:feff:aca5:47962=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fe40:483d:55400=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fe08:be9c:55724=1, /fd65:aeb8:64e2:a7c:ba27:ebff:fe3b:89c9:35942=2, /fd65:aeb8:64e2:a7c:ba27:ebff:fe68:e899:42358=2}, messageBytes={2-1=855, 3-1=849, 4-1=817, 5-1=1076, 6-1=839, 7-1=1100, 8-1=900, -1-1=40540, 9-1=886}}
2021-08-16 11:00:24,042 286158   1629126024	pi3-r1-m2-l5-p2.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=3230, sys-ms=1270}
2021-08-16 11:00:24,223 286339   1629126024	pi3-r1-m2-l4-p4.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:fe40:483d:58182=86}, messageBytes={2-4=36880}}
2021-08-16 11:00:24,224 286340   1629126024	pi3-r1-m2-l4-p4.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=4200, sys-ms=2170}
2021-08-16 11:00:25,325 287441   1629126025	pi3-r1-m2-l5-p3.pi3lan.local:6700	  8:v6         	tuple_inRate.count     	416
2021-08-16 11:00:25,326 287442   1629126025	pi3-r1-m2-l5-p3.pi3lan.local:6700	  8:v6         	tuple_inRate.mean_rate 	1.7332789268488947E-6
2021-08-16 11:00:25,327 287443   1629126025	pi3-r1-m2-l5-p3.pi3lan.local:6700	  8:v6         	tuple_outRate.count    	416
2021-08-16 11:00:25,328 287444   1629126025	pi3-r1-m2-l5-p3.pi3lan.local:6700	  8:v6         	tuple_outRate.mean_rate	1.73328071198533E-6
2021-08-16 11:00:25,612 287728   1629126025	pi3-r1-m2-l5-p3.pi3lan.local:6700	 -1:__system   	__recv-iconnection     	{dequeuedMessages=0, enqueued={/fd65:aeb8:64e2:a7c:ba27:ebff:febd:ecf0:45834=50, /fd65:aeb8:64e2:a7c:ba27:ebff:fea1:1d8e:53270=42}, messageBytes={5-8=3360, 7-8=3995}}
2021-08-16 11:00:25,612 287728   1629126025	pi3-r1-m2-l5-p3.pi3lan.local:6700	 -1:__system   	CPU                    	{user-ms=4270, sys-ms=2270}
